,sugar to flour ratio,sugar index,bake temp,chill time,calories,pH,grams baking soda,bake time,quality,butter type,chocolate,raisins,oats,nuts,peanut butter
321,0.45,2.0,820,6.0,15.0,7.94,0.66,9.2,6,0,0,1,0,0,0
322,0.14,1.3,360,69.0,168.0,8.47,0.46,10.46666667,7,1,0,1,0,0,0
323,0.42,8.5,480,10.0,147.0,8.32,0.46,9.5,8,1,1,0,0,1,0
324,0.28,2.7,1000,18.0,95.0,8.22,0.67,9.4,5,0,1,0,0,1,0
325,0.34,1.2,420,18.0,167.0,8.24,0.39,10.6,7,1,0,1,0,1,0
326,0.26,2.0,800,31.0,131.0,8.21,0.52,9.9,5,0,1,0,1,1,0
328,0.34,1.4,400,25.0,184.0,8.29,0.46,10.7,7,1,1,0,0,0,0
329,0.22,5.1,480,38.0,168.0,8.34,0.49,10.4,8,1,1,0,0,0,0
330,0.45,5.4,300,15.0,118.0,8.14,0.34,9.6,7,1,1,0,1,1,0
331,0.31,3.0,860,23.0,81.0,8.48,0.74,11.6,6,0,1,0,1,1,0
332,0.38,10.5,310,53.0,140.0,8.34,0.46,11.7,8,1,0,1,0,0,0
333,0.35,1.7,540,7.0,15.0,8.32,0.8,11.9,7,0,1,0,0,0,0
334,0.3,1.1,280,34.0,95.0,7.83,0.36,10.0,6,1,1,0,1,0,0
335,0.39,17.3,520,22.0,126.0,8.11,0.47,9.2,8,1,1,0,0,0,0
336,0.6,2.0,670,12.0,27.0,8.11,0.97,10.1,6,0,0,1,0,0,0
337,0.32,10.7,290,14.0,111.0,7.85,0.42,10.6,7,1,0,1,0,0,0
338,0.64,13.2,560,12.0,105.0,8.05,0.39,9.2,7,1,0,1,0,0,0
339,0.28,7.5,700,45.0,185.0,8.34,0.55,9.4,7,1,1,0,0,0,0
340,0.49,6.4,370,37.0,161.0,8.38,0.53,9.7,8,1,1,0,0,0,0
341,0.24,1.2,510,31.0,95.0,8.24,0.57,11.3,8,1,1,0,0,0,0
342,0.26,1.7,420,34.0,130.0,8.43,0.5,10.7,10,1,1,0,0,0,0
343,0.34,4.2,260,21.0,77.0,8.41,0.45,11.9,8,1,0,1,0,0,0
344,0.15,6.0,730,11.0,54.0,8.37,0.49,9.9,5,0,0,0,0,0,1
345,0.3,2.1,830,35.0,72.0,8.44,0.52,9.4,5,0,1,0,0,1,0
346,0.3,1.5,450,22.0,61.0,8.31,0.54,10.4,7,1,1,0,0,0,0
347,0.24,2.1,700,5.0,20.0,8.12,0.59,9.9,5,0,0,0,1,1,0
348,0.25,3.3,410,26.0,124.0,8.18,0.5,9.3,8,1,0,1,0,0,0
349,0.33,1.2,310,38.0,95.0,7.83,0.31,10.3,7,1,1,0,0,0,0
350,0.15,2.1,1020,11.0,32.0,8.23,0.48,10.0,5,0,0,0,0,0,1
351,0.5,8.3,530,51.0,202.0,8.2,0.51,9.6,8,1,0,1,0,0,0
352,0.36,6.2,510,30.0,173.0,8.09,0.53,9.7,7,1,0,1,0,1,0
353,0.28,6.1,180,41.0,103.0,8.24,0.32,12.2,8,1,0,1,0,0,0
354,0.3,2.5,420,31.0,104.0,8.05,0.56,11.3,9,1,1,0,0,0,0
355,0.17,5.6,360,37.0,127.0,8.05,0.57,9.8,8,1,1,0,1,0,0
356,0.23,14.9,390,47.0,142.0,8.14,0.35,9.7,8,1,1,0,0,0,0
357,0.34,1.4,350,13.0,102.0,8.05,0.74,11.0,7,1,1,0,1,0,0
358,0.75,2.8,840,23.0,43.0,8.04,0.68,11.4,7,0,1,0,0,0,0
359,0.3,1.4,570,33.0,135.0,8.12,0.5,9.6,8,1,1,0,1,0,0
360,0.32,5.0,160,31.0,101.0,7.99,0.39,11.0,8,1,1,0,0,0,0
361,0.23,4.2,380,13.0,95.0,7.97,0.7,13.1,8,1,1,0,0,0,0
362,0.74,13.5,390,46.0,165.0,8.02,0.4,8.7,7,1,0,1,0,0,0
363,0.18,2.4,780,15.0,60.0,8.31,0.54,9.8,5,0,0,1,0,1,0
364,0.25,2.0,410,30.0,95.0,8.27,0.56,11.1,8,1,1,0,0,0,0
365,0.24,7.2,380,28.0,137.0,8.35,0.6,10.4,8,1,1,0,0,0,0
366,0.28,12.6,480,54.0,136.0,8.19,0.37,10.7,8,1,1,0,0,0,0
367,0.23,14.8,540,28.0,174.0,8.18,0.49,9.7,7,1,1,0,0,1,0
369,0.3,8.4,510,40.0,167.0,8.48,0.62,9.7,7,1,0,1,0,0,0
370,0.47,16.9,520,51.0,188.0,8.09,0.62,9.3,7,1,1,0,0,0,0
371,0.32,2.8,800,29.0,58.0,8.31,0.64,10.3,5,0,1,0,0,1,0
372,0.24,7.2,470,41.0,151.0,8.11,0.6,9.2,7,1,0,1,0,0,0
373,0.38,1.8,460,14.0,114.0,8.32,0.9,11.7,8,1,1,0,1,0,0
374,0.49,8.3,470,54.0,191.0,8.23,0.4,10.3,8,1,1,0,0,0,0
375,0.19,13.7,520,47.0,197.0,8.12,0.53,9.0,7,1,1,0,0,0,0
376,0.26,4.3,380,18.0,97.0,8.36,0.46,9.2,7,1,1,0,1,0,0
377,0.08,1.8,970,15.0,65.0,8.28,0.54,9.2,5,0,0,1,0,1,0
378,0.33,17.85,490,41.5,195.0,8.06,0.44,9.1,9,1,1,0,0,0,0
379,0.29,2.8,250,37.0,107.0,8.31,0.63,11.3,9,1,0,1,0,0,0
380,0.31,8.8,840,26.0,45.0,8.38,0.64,10.1,6,0,1,0,0,1,0
381,0.34,1.1,460,25.0,80.0,8.25,0.4,11.3,8,1,1,0,0,0,0
382,0.33,1.2,420,47.0,121.0,8.04,0.68,10.5,9,1,1,0,1,0,0
383,0.0,2.6,550,7.0,13.0,8.38,0.56,10.8,5,0,1,0,1,1,0
384,0.38,8.0,420,56.0,187.0,8.21,0.46,9.2,7,1,1,0,0,0,0
385,0.2,1.0,530,26.0,112.0,8.32,0.55,9.1,7,1,0,1,0,0,0
386,0.06,2.1,800,8.0,33.0,8.68,0.71,9.6,5,0,1,0,1,1,0
388,0.49,2.7,880,15.0,33.0,8.42,0.9,10.0,6,0,1,0,0,0,0
389,0.42,1.9,690,9.0,17.0,8.21,0.54,12.3,6,0,1,0,0,0,0
390,0.32,12.5,350,18.0,156.0,7.88,0.36,9.0,8,1,1,0,1,0,0
391,0.22,2.3,750,13.0,81.0,8.24,0.54,9.5,6,0,0,0,1,1,0
392,0.27,4.0,380,37.0,97.0,8.2,0.6,12.6,10,1,0,1,0,0,0
393,0.27,1.5,370,20.0,98.0,8.46,0.42,11.0,9,1,1,0,1,0,0
394,0.55,2.7,810,5.0,16.0,7.98,0.54,9.4,5,0,0,1,0,0,0
395,0.02,2.6,770,11.0,35.0,8.36,0.62,10.8,6,0,0,1,0,1,0
396,0.28,10.2,390,29.0,115.0,8.11,0.45,10.9,9,1,1,0,1,0,0
397,0.27,15.5,360,31.0,134.0,8.19,0.44,13.0,9,1,1,0,0,0,0
398,0.37,1.9,720,48.0,159.0,8.37,0.7,10.9,8,1,1,0,0,0,0
399,0.28,11.25,320,31.0,87.0,8.02,0.38,12.4,8,1,1,0,0,1,0
400,0.56,0.9,410,46.0,141.0,8.16,0.62,9.7,7,1,1,0,0,0,0
401,0.48,1.7,570,31.0,98.0,8.15,0.41,10.3,8,1,1,0,1,0,0
402,0.32,9.9,450,41.0,128.0,8.18,0.52,9.6,8,1,1,0,0,0,0
403,0.46,6.2,660,41.0,187.0,8.19,0.42,9.733333333,7,1,1,0,0,0,0
404,0.32,1.1,340,24.0,110.0,8.36,0.4,12.5,8,1,1,0,0,0,0
405,0.3,2.3,480,40.0,150.0,8.29,0.46,12.2,8,1,0,1,0,0,0
406,0.28,7.9,570,21.0,82.0,8.26,0.36,10.0,8,1,1,0,1,0,0
407,0.2,1.8,310,49.0,159.0,8.41,0.53,11.0,8,1,0,1,0,0,0
408,0.08,2.6,560,3.0,7.0,8.22,0.37,13.0,5,0,1,0,1,1,0
409,0.0,1.4,650,24.0,33.0,8.27,0.55,9.7,5,0,1,0,0,0,1
410,0.49,1.3,370,27.0,104.0,8.23,0.57,10.6,8,1,1,0,1,0,0
411,0.1,2.0,760,30.0,47.0,8.36,0.48,9.4,6,0,1,0,0,1,0
412,0.33,2.0,450,31.0,101.0,8.42,0.55,11.4,7,1,1,0,0,0,0
413,0.3,1.8,330,16.0,91.0,8.28,0.4,11.8,8,1,1,0,0,0,0
414,0.49,1.4,1420,52.0,148.0,8.08,0.49,9.0,8,1,1,0,0,0,0
415,0.3,12.8,620,19.0,171.0,8.0,0.52,9.0,9,1,1,0,1,0,0
416,0.31,2.1,460,28.0,208.0,8.23,0.64,9.8,7,1,1,0,0,0,0
417,0.25,1.8,1030,13.0,50.0,8.38,0.55,9.2,5,0,0,1,0,0,0
418,0.33,12.2,330,25.0,97.0,8.17,0.42,11.3,9,1,1,0,0,0,0
419,0.3,16.0,360,58.0,201.0,8.3,0.67,9.0,7,1,1,0,0,0,0
420,0.02,1.6,310,24.0,104.0,8.44,0.35,12.2,8,1,0,1,0,0,0
421,0.21,1.6,360,24.0,119.0,8.18,0.52,10.1,8,1,1,0,1,0,0
422,0.49,1.5,520,34.0,134.0,7.99,0.61,9.8,8,1,1,0,0,0,0
423,0.29,7.6,250,35.0,124.0,8.15,0.65,12.8,9,1,0,1,0,0,0
424,0.32,1.2,400,26.0,117.0,8.21,0.56,10.8,7,1,1,0,0,0,0
425,0.41,14.2,390,47.0,129.0,8.28,0.72,10.3,9,1,1,0,1,0,0
426,0.53,2.2,600,3.0,10.0,8.02,0.83,10.9,7,0,0,1,0,0,0
427,0.17,13.9,470,49.0,162.0,8.21,0.51,9.0,8,1,1,0,0,0,0
428,0.26,13.5,600,50.0,156.0,8.39,0.46,9.9,8,1,1,0,0,0,0
429,0.36,1.4,560,21.0,153.0,8.2,0.53,10.4,8,1,1,0,0,0,0
430,0.51,2.6,450,26.0,159.0,8.0,0.5,11.2,8,1,1,0,0,0,0
431,0.74,12.5,370,47.0,156.0,8.04,0.44,8.7,7,1,1,0,0,0,0
432,0.11,2.3,840,12.0,31.0,8.4,0.48,9.9,5,0,1,0,0,0,1
433,0.19,2.1,810,15.0,105.0,8.33,0.54,9.5,5,0,0,1,0,1,0
434,0.03,1.2,640,29.0,120.0,8.22,0.54,9.1,7,1,0,1,0,0,0
436,0.26,9.5,590,32.0,178.0,8.04,0.43,10.9,8,1,1,0,0,1,0
437,0.36,7.4,370,36.0,156.0,8.19,0.54,10.6,8,1,0,1,0,0,0
438,0.29,2.1,480,33.0,142.0,8.22,0.46,12.9,9,1,0,1,0,0,0
439,0.29,6.2,460,29.0,227.0,8.29,0.53,10.1,8,1,0,1,0,0,0
440,0.28,8.6,450,37.0,221.0,8.25,0.54,10.4,8,1,1,0,0,0,0
441,0.42,2.0,860,8.0,19.0,8.35,0.6,11.4,6,0,0,1,0,0,0
442,0.0,1.6,420,3.0,11.0,8.48,0.85,11.7,6,0,1,0,0,1,0
443,0.3,1.3,400,26.0,84.0,8.28,0.53,10.7,8,1,1,0,0,0,0
444,0.17,2.6,960,20.0,38.0,8.4,0.53,9.5,5,0,0,0,1,1,0
445,0.23,5.7,1230,27.0,104.0,8.04,0.54,9.4,8,1,1,0,1,0,0
446,0.28,1.4,470,48.0,148.0,8.5,0.49,10.4,7,1,1,0,0,0,0
447,0.27,1.7,340,25.0,122.0,7.97,0.51,11.9,8,1,1,0,0,0,0
449,0.38,8.3,470,47.0,162.0,8.34,0.52,10.5,9,1,1,0,0,0,0
450,0.63,2.2,730,7.0,23.0,8.21,0.69,10.9,6,0,1,0,0,1,0
451,0.33,12.8,560,44.0,169.0,8.42,0.42,9.8,8,1,1,0,0,0,0
452,0.23,6.5,500,18.0,102.0,8.1,0.55,11.2,6,1,0,1,0,0,0
453,0.4,8.1,460,68.0,170.0,8.15,0.5,9.533333333,8,1,0,1,0,0,0
454,0.3,12.9,330,31.0,177.0,8.12,0.39,11.2,8,1,1,0,0,0,0
455,0.25,5.8,380,52.0,155.0,8.28,0.38,9.4,8,1,1,0,0,0,0
456,0.63,1.6,810,16.0,29.0,8.3,0.78,10.8,6,0,0,1,0,0,0
457,0.3,12.8,620,19.0,171.0,8.0,0.52,9.0,9,1,1,0,1,0,0
458,0.57,1.0,430,50.0,92.0,8.17,0.36,11.5,8,1,1,0,0,0,0
459,0.38,2.5,940,24.0,60.0,8.31,0.7,10.8,6,0,1,0,0,1,0
460,0.07,2.6,770,16.0,86.0,8.51,0.54,9.7,5,0,1,0,1,1,0
461,0.27,4.7,350,17.0,80.0,8.12,0.36,12.5,9,1,1,0,0,1,0
462,0.0,2.1,410,17.0,78.0,8.68,0.73,11.4,5,0,0,1,1,0,0
463,0.61,16.2,430,14.0,103.0,8.06,0.36,9.2,8,1,1,0,0,0,0
464,0.05,2.0,890,12.0,32.0,8.36,0.61,10.0,5,0,0,1,0,1,0
465,0.32,1.7,400,51.0,148.0,8.21,0.44,11.5,9,1,1,0,1,0,0
466,0.43,2.6,820,18.0,82.0,8.33,0.68,9.7,6,0,0,1,0,0,0
467,0.29,1.8,260,35.0,128.0,8.37,0.48,11.2,8,1,1,0,0,0,0
468,0.03,1.8,780,7.0,12.0,8.34,0.39,9.5,5,0,1,0,1,1,0
469,0.46,2.1,740,24.0,44.0,8.4,0.85,11.0,7,0,0,1,0,0,0
470,0.32,2.8,460,18.0,80.0,7.92,0.47,11.05,8,1,1,0,1,0,0
471,0.3,2.1,830,35.0,72.0,8.44,0.52,9.4,5,0,1,0,0,1,0
472,0.23,9.5,570,54.0,166.0,8.23,0.42,10.0,7,1,0,1,0,0,0
473,0.6,3.0,1040,10.0,22.0,8.39,0.68,10.6,5,0,1,0,0,0,0
474,0.32,1.6,390,10.0,124.0,8.3,0.67,9.6,7,1,0,1,0,0,0
475,0.32,4.8,410,40.0,186.0,8.22,0.54,11.0,8,1,0,1,0,0,0
476,0.25,1.4,510,41.0,107.0,8.53,0.66,10.5,9,1,1,0,1,0,0
478,0.37,1.2,360,19.0,74.0,8.09,0.49,12.7,9,1,1,0,1,0,0
479,0.36,18.1,460,32.0,133.0,8.27,0.48,8.8,7,1,1,0,0,0,0
480,0.53,12.7,470,60.5,156.0,8.06,0.45,9.1,8,1,1,0,0,0,0
481,0.34,3.2,280,42.0,162.0,8.01,0.33,12.4,8,1,0,1,0,0,0
482,0.45,9.1,290,20.0,125.0,8.12,0.36,10.1,8,1,1,0,0,1,0
483,0.25,1.4,300,35.0,105.0,8.3,0.44,11.1,9,1,1,0,0,0,0
485,0.49,2.0,560,20.0,124.0,8.32,0.49,10.7,8,1,1,0,1,0,0
486,0.31,2.7,490,25.0,153.0,8.44,0.73,12.2,9,1,0,1,0,0,0
487,0.34,1.6,400,43.0,148.0,8.32,0.59,11.5,10,1,1,0,1,0,0
488,0.39,13.7,580,26.0,172.0,7.9,0.46,9.0,8,1,1,0,0,0,0
489,0.0,1.9,990,9.0,22.0,8.34,0.6,9.7,5,0,1,0,1,1,0
490,0.33,3.0,360,35.0,132.0,8.25,0.4,11.0,8,1,1,0,0,0,0
491,0.25,1.8,500,51.0,189.0,8.0,0.55,11.4,8,1,1,0,0,1,0
492,0.27,4.9,340,18.0,122.0,8.36,0.71,12.5,8,1,0,1,0,0,0
493,0.27,8.6,440,45.0,104.0,8.2,0.37,9.9,8,1,1,0,1,0,0
494,0.2,2.0,470,15.0,60.0,8.36,0.44,10.9,5,0,0,1,1,0,0
495,0.52,13.2,420,61.0,148.0,7.98,0.47,9.1,8,1,0,1,0,0,0
496,0.49,5.3,400,34.0,125.0,8.24,0.4,12.2,8,1,1,0,1,0,0
497,0.22,2.3,640,9.0,42.0,8.1,0.55,9.4,5,0,0,0,1,1,0
498,0.28,9.8,390,29.0,113.0,8.11,0.45,10.9,9,1,1,0,1,0,0
499,0.34,2.7,300,30.0,107.0,7.97,0.53,11.0,8,1,1,0,1,0,0
500,0.37,1.1,310,37.0,97.0,8.4,0.58,10.5,8,1,1,0,1,0,0
501,0.37,1.5,250,43.0,117.0,8.46,0.51,9.7,8,1,1,0,1,0,0
502,0.46,3.2,580,39.0,133.0,8.14,0.58,9.5,7,1,1,0,0,0,0
503,0.24,4.9,920,30.0,123.0,8.03,0.46,8.6,8,1,1,0,0,0,0
504,0.33,2.0,740,24.0,120.0,8.25,0.54,9.4,5,0,0,1,0,1,0
505,0.01,1.7,540,5.0,27.0,8.57,0.84,12.5,7,0,0,1,0,1,0
506,0.49,2.9,850,17.0,110.0,8.29,0.6,9.8,5,0,1,0,0,1,0
507,0.36,6.6,420,34.0,116.0,7.97,0.31,12.2,10,1,0,1,0,0,0
508,0.51,8.0,470,61.0,189.0,8.22,0.49,9.2,7,1,1,0,0,0,0
509,0.49,1.1,370,33.0,156.0,8.15,0.54,11.1,8,1,1,0,0,0,0
510,0.24,9.6,1190,56.0,178.0,8.15,0.44,10.2,8,1,1,0,1,0,0
511,0.23,3.1,520,15.0,104.0,8.14,0.42,8.7,7,1,1,0,0,0,0
512,0.21,1.6,800,12.0,32.0,8.58,0.66,9.8,5,0,1,0,1,1,0
513,0.33,7.4,370,25.0,95.0,8.25,0.49,11.1,8,1,0,1,0,0,0
514,0.26,2.4,820,23.0,143.0,8.28,0.55,9.4,5,0,1,0,1,1,0
515,0.26,1.5,570,17.0,141.0,8.24,0.36,10.7,7,1,0,1,0,0,0
516,0.41,2.2,840,7.0,17.0,8.08,0.67,9.3,6,0,1,0,0,1,0
517,0.3,14.7,440,15.0,144.0,8.12,0.53,10.3,8,1,1,0,0,0,0
518,0.63,2.3,910,6.0,18.0,8.16,0.49,9.5,5,0,0,1,0,0,0
519,0.39,1.9,290,18.0,79.0,8.23,0.52,11.8,8,1,1,0,0,0,0
520,0.52,3.0,800,29.0,55.0,8.26,0.88,11.0,5,0,1,0,0,1,0
521,0.51,2.0,460,11.0,207.0,8.02,0.55,11.4,7,1,1,0,0,1,0
522,0.38,1.3,340,37.0,104.0,8.11,0.52,12.7,8,1,1,0,0,0,0
523,0.35,17.5,390,38.0,153.0,8.24,0.42,9.0,8,1,1,0,0,0,0
524,0.14,2.0,840,25.0,48.0,8.14,0.56,9.7,5,0,0,1,0,1,0
525,0.3,14.4,520,40.0,183.0,8.02,0.5,9.1,8,1,1,0,0,0,0
526,0.22,1.6,270,18.0,89.0,8.51,0.38,12.5,9,1,0,1,0,0,0
527,0.36,5.0,370,34.0,101.0,8.13,0.57,12.3,9,1,1,0,0,1,0
528,0.33,2.4,530,36.0,175.0,8.2,0.55,11.0,8,1,1,0,0,0,0
529,0.27,18.15,420,41.0,146.0,8.3,0.36,8.7,7,1,1,0,0,0,0
530,0.23,5.15,340,48.0,160.0,8.82,0.51,10.5,9,1,1,0,0,0,0
531,0.53,8.8,570,36.0,221.0,8.17,0.44,9.1,7,1,0,1,0,0,0
532,0.32,1.4,650,23.0,140.0,8.06,0.47,11.4,8,1,1,0,1,0,0
533,0.42,1.0,750,19.0,71.0,8.32,0.62,11.4,8,1,1,0,1,0,0
534,0.28,1.9,500,20.0,78.0,8.43,0.64,10.8,8,1,1,0,1,0,0
535,0.01,2.5,780,17.0,38.0,8.34,0.74,11.7,7,0,1,0,1,1,0
536,0.47,1.4,370,5.0,33.0,7.89,0.28,9.6,5,1,1,0,1,0,0
537,0.48,10.0,440,78.0,240.0,8.25,0.47,9.5,8,1,1,0,0,0,0
538,0.34,10.5,430,49.0,228.0,8.04,0.41,10.4,8,1,1,0,0,0,0
539,0.44,1.4,450,21.0,98.0,8.15,0.46,10.0,9,1,1,0,0,0,0
540,0.23,5.0,450,10.0,122.0,7.94,0.63,10.0,8,1,1,0,0,0,0
541,0.26,18.35,840,33.0,139.0,8.17,0.39,8.8,7,1,1,0,0,0,0
542,0.28,1.5,510,46.0,142.0,8.23,0.42,10.1,8,1,1,0,0,0,0
543,0.35,1.2,410,7.0,106.0,8.06,0.45,11.3,6,1,1,0,0,0,0
545,0.31,1.7,360,46.0,195.0,8.03,0.48,10.5,7,1,0,1,0,0,0
546,0.18,7.4,950,28.0,195.0,8.53,0.71,9.2,6,1,0,1,0,0,0
547,0.11,2.8,930,11.0,44.0,8.31,0.55,9.5,6,0,1,0,1,1,0
548,0.49,2.0,880,16.0,43.0,8.48,0.64,9.1,5,0,1,0,0,1,0
549,0.07,1.9,580,22.0,47.0,8.51,0.43,10.7,6,0,0,1,1,0,0
550,0.28,1.4,380,40.0,76.0,8.1,0.29,13.9,9,1,1,0,0,0,0
551,0.34,11.4,500,25.0,96.0,8.21,0.49,10.0,8,1,1,0,1,0,0
552,0.49,4.5,700,26.0,49.0,8.05,0.57,9.6,4,0,1,0,0,1,0
553,0.2,6.6,540,25.0,65.0,8.12,0.28,11.1,6,1,0,0,1,1,0
554,0.3,1.4,420,25.0,119.0,8.68,0.72,10.5,8,1,1,0,1,0,0
555,0.3,1.3,250,18.0,112.0,8.07,0.64,13.3,9,1,0,1,0,0,0
556,0.0,2.5,930,19.0,58.0,8.5,0.65,9.3,6,0,0,1,0,1,0
557,0.27,2.1,360,42.0,121.0,8.42,0.49,10.8,9,1,1,0,0,0,0
558,0.57,2.0,1110,26.0,85.0,8.26,0.53,9.7,5,0,0,1,0,0,0
559,0.0,2.2,780,26.0,44.0,8.42,0.68,10.8,6,0,0,1,0,1,0
560,0.3,12.8,530,48.5,229.0,8.14,0.49,9.1,9,1,1,0,1,0,0
561,0.03,1.8,440,28.0,87.0,8.5,0.82,14.0,8,0,1,0,0,1,0
562,0.5,1.8,900,20.0,47.0,8.15,0.57,10.5,5,0,0,1,0,0,0
563,0.16,7.5,500,55.0,191.0,8.17,0.49,9.0,7,1,0,1,0,0,0
564,0.14,2.6,890,9.0,23.0,8.39,0.63,9.8,5,0,1,0,0,0,1
565,0.54,12.9,490,62.0,152.0,8.06,0.45,9.1,8,1,1,0,0,0,0
566,0.02,2.0,720,17.0,26.0,8.36,0.61,10.2,5,0,0,1,0,1,0
567,0.27,8.4,570,60.0,160.0,8.16,0.36,11.8,8,1,1,0,0,1,0
568,0.44,12.6,520,65.0,158.0,8.26,0.7,10.3,9,1,1,0,1,0,0
569,0.14,1.4,430,64.0,159.0,8.17,0.39,10.0,7,1,1,0,0,0,0
570,0.44,1.9,360,10.0,119.0,8.01,0.7,12.8,8,1,1,0,0,0,0
571,0.36,1.7,810,3.0,14.0,8.27,0.78,10.9,6,0,1,0,0,1,0
572,0.34,1.8,410,42.0,148.0,8.35,0.66,11.1,8,1,1,0,0,0,0
573,0.34,2.0,710,45.0,67.0,8.44,0.86,10.2,7,0,1,0,0,0,0
574,0.28,5.9,470,29.0,101.0,8.15,0.4,11.0,8,1,1,0,0,0,0
575,0.31,5.0,270,15.0,72.0,8.26,0.6,11.5,9,1,1,0,0,1,0
576,0.1,2.9,890,17.0,40.0,8.29,0.55,9.5,5,0,1,0,1,1,0
578,0.45,4.9,280,25.0,191.0,8.51,0.49,11.5,9,1,0,1,0,0,0
579,0.32,1.5,410,8.0,72.0,8.22,0.39,12.7,8,1,1,0,0,0,0
580,0.28,8.6,450,37.0,221.0,8.25,0.54,10.4,8,1,1,0,0,0,0
581,0.36,2.3,750,10.0,48.0,8.34,0.46,9.4,5,0,1,0,0,1,0
582,0.27,1.8,510,52.0,190.0,8.23,0.5,10.8,8,1,1,0,0,0,0
583,0.31,4.2,400,21.0,93.0,8.18,0.48,13.4,9,1,0,1,0,0,0
584,0.47,13.3,370,42.0,116.0,8.04,0.5,9.2,7,1,0,1,0,0,0
586,0.31,2.3,440,37.0,113.0,8.29,0.46,12.9,8,1,1,0,0,0,0
587,0.29,1.3,290,10.0,64.0,8.35,0.39,10.1,7,1,1,0,1,0,0
588,0.27,4.5,340,27.0,95.0,8.21,0.59,12.3,10,1,1,0,0,1,0
589,0.07,1.7,710,15.0,24.0,8.29,0.66,10.8,6,0,0,1,0,1,0
590,0.29,19.3,510,36.0,174.0,8.14,0.5,9.0,7,1,1,0,0,0,0
591,0.4,6.85,380,32.0,138.0,8.03,0.3,11.9,9,1,0,1,0,0,0
592,0.29,2.0,690,32.0,73.0,8.34,0.57,10.0,5,0,1,0,1,1,0
593,0.31,1.5,490,48.0,153.0,8.12,0.58,9.4,8,1,1,0,1,0,0
595,0.38,1.1,230,42.0,104.0,8.28,0.53,11.8,8,1,1,0,1,0,0
596,0.03,2.6,760,21.0,92.0,8.5,0.6,9.8,5,0,0,1,0,1,0
597,0.21,7.2,410,48.0,146.0,8.16,0.49,9.8,7,1,0,1,0,0,0
598,0.3,6.95,440,42.0,179.0,8.25,0.56,10.6,8,1,1,0,0,0,0
599,0.02,2.0,620,37.0,53.0,8.35,0.76,11.6,7,0,0,1,0,1,0
600,0.38,5.1,190,22.0,82.0,8.05,0.36,12.5,8,1,1,0,1,0,0
601,0.24,6.7,580,41.0,166.0,8.2,0.41,9.9,8,1,1,0,0,1,0
602,0.26,7.0,400,18.0,113.0,8.17,0.38,10.2,8,1,1,0,0,0,0
603,0.27,6.4,330,20.0,102.0,8.22,0.27,13.4,10,1,1,0,0,1,0
604,0.34,8.3,520,44.0,168.0,8.11,0.52,9.2,7,1,0,1,0,0,0
605,0.08,1.8,970,22.0,89.0,8.34,0.54,9.2,6,0,1,0,1,1,0
606,0.45,2.9,290,37.0,94.0,8.25,0.6,12.4,8,1,0,1,0,0,0
607,0.31,2.4,430,58.0,178.0,8.42,0.68,10.6,8,1,1,0,0,0,0
608,0.65,2.15,680,7.0,27.0,8.06,0.68,11.3,6,0,1,0,0,1,0
609,0.21,2.0,800,7.0,35.0,8.33,0.47,9.5,5,0,0,1,0,0,0
610,0.32,2.5,370,10.0,51.0,8.04,0.58,12.6,8,1,1,0,1,0,0
611,0.27,11.75,300,34.0,118.0,8.07,0.5,9.4,8,1,1,0,0,0,0
612,0.06,1.6,690,15.0,59.0,8.3,0.46,9.4,5,0,1,0,1,1,0
613,0.28,6.6,210,29.0,132.0,8.15,0.36,11.45,9,1,0,1,0,0,0
614,0.54,10.7,460,59.0,234.0,8.05,0.61,9.5,7,1,1,0,0,0,0
615,0.14,2.5,930,13.0,54.0,8.36,0.54,10.1,5,0,1,0,0,0,1
616,0.03,2.0,800,27.0,43.0,8.44,0.64,10.9,6,0,1,0,1,1,0
617,0.08,2.5,1140,14.0,46.0,8.24,0.66,9.6,6,0,0,1,0,1,0
618,0.41,2.4,1030,6.0,10.0,8.13,0.58,11.9,7,0,0,1,0,0,0
619,0.04,2.2,610,11.0,17.0,8.53,0.65,10.4,6,0,0,0,1,1,0
620,0.39,10.2,450,59.0,209.0,8.16,0.63,9.6,8,1,1,0,0,0,0
621,0.29,1.1,470,67.0,152.0,8.54,0.59,11.1,9,1,1,0,1,0,0
622,0.3,8.7,360,47.0,127.0,8.18,0.39,10.6,7,1,1,0,0,0,0
623,0.35,6.0,630,31.0,150.0,8.1,0.47,9.4,8,1,0,1,0,0,0
624,0.21,1.8,810,14.0,31.0,8.59,0.66,9.8,5,0,1,0,1,1,0
625,0.2,15.6,400,20.0,142.0,8.1,0.54,10.6,7,1,1,0,0,0,0
626,0.27,2.8,780,24.0,56.0,8.31,0.67,10.6,6,0,0,0,1,1,0
627,0.3,13.0,470,69.0,160.0,8.16,0.5,9.6,8,1,1,0,0,0,0
628,0.46,11.8,880,61.0,183.0,7.86,0.47,9.0,7,1,0,1,0,0,0
629,0.26,1.4,270,23.0,109.0,8.3,0.36,10.5,8,1,1,0,0,1,0
630,0.27,5.2,400,44.0,179.0,8.19,0.69,9.4,8,1,1,0,0,0,0
631,0.22,2.7,1070,17.0,34.0,8.28,0.98,9.9,6,0,1,0,1,1,0
632,0.34,1.4,230,56.0,115.0,8.18,0.7,11.7,8,1,1,0,0,0,0
633,0.3,1.3,380,45.0,122.0,8.13,0.54,10.8,9,1,1,0,0,0,0
