,song_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
107,Dancing Queen,['ABBA'],spotify:track:01iyCAUm8EvOFqVWYJ3dVX,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,spotify:track:01iyCAUm8EvOFqVWYJ3dVX,230400,4
108,Summertime Blues,['Eddie Cochran'],spotify:track:2wwRSaZgshcHSvGzWryUIi,0.721,0.82,11,-10.32,0,0.0448,0.387,0.000326,0.198,0.966,155.968,spotify:track:2wwRSaZgshcHSvGzWryUIi,120000,4
109,This Charming Man - 2011 Remaster,['The Smiths'],spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,162920,4
110,Blue Suede Shoes,['Carl Perkins'],spotify:track:1EJovYCU4hrSNlnExSqGnK,0.516,0.665,2,-8.206,1,0.034,0.247,0.000986,0.191,0.965,168.795,spotify:track:1EJovYCU4hrSNlnExSqGnK,137053,4
111,Good Times,['CHIC'],spotify:track:0G3fbPbE1vGeABDEZF0jeG,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,spotify:track:0G3fbPbE1vGeABDEZF0jeG,495400,4
112,Pyramids,['Frank Ocean'],spotify:track:0rbK15g3UsDTVy1EuwgKYz,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,spotify:track:0rbK15g3UsDTVy1EuwgKYz,592920,4
113,My Girl - Single Version/Mono,['The Temptations'],spotify:track:4jfmXzc1eCFIVvIVAkH4Fo,0.571,0.593,0,-4.75,1,0.0453,0.558,0.0,0.257,0.572,105.014,spotify:track:4jfmXzc1eCFIVvIVAkH4Fo,175813,4
114,Paint It Black,['The Rolling Stones'],spotify:track:78Az0Z1vNJgqv9QSB0ULLV,0.504,0.845,5,-7.799,0,0.0938,0.0139,0.0419,0.359,0.736,159.508,spotify:track:78Az0Z1vNJgqv9QSB0ULLV,224133,4
115,Video Games - Remastered,['Lana Del Rey'],spotify:track:0fBSs3fRoh1yJcne77fdu9,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,spotify:track:0fBSs3fRoh1yJcne77fdu9,281960,5
116,Rehab,['Amy Winehouse'],spotify:track:19z17doSqEhhm4aidrUHIB,0.42,0.873,0,-2.963,1,0.0685,0.0408,2.17e-06,0.568,0.728,72.858,spotify:track:19z17doSqEhhm4aidrUHIB,213760,4
117,Rapper's Delight - Long Version,['The Sugarhill Gang'],spotify:track:0RxphrRef802DdWKfTZiVG,0.847,0.828,9,-8.51,1,0.296,0.385,0.0,0.393,0.884,111.045,spotify:track:0RxphrRef802DdWKfTZiVG,873733,4
118,The Sound of Silence - Electric Version,['Simon & Garfunkel'],spotify:track:2YplrdHMBoRdnHgMeHEwHm,0.44,0.466,6,-9.712,1,0.0284,0.17,1.03e-06,0.118,0.543,107.744,spotify:track:2YplrdHMBoRdnHgMeHEwHm,185253,4
119,Fortunate Son,['Creedence Clearwater Revival'],spotify:track:7I2lPuuiOkpKtZlhr4zUpT,0.648,0.678,0,-7.461,1,0.0392,0.221,0.00456,0.143,0.667,132.729,spotify:track:7I2lPuuiOkpKtZlhr4zUpT,140773,4
120,Papa's Got A Brand New Bag - Pt. 1,['James Brown'],spotify:track:3l1A0dujoxMkucGkNuq2Bu,0.761,0.787,4,-5.672,1,0.104,0.542,0.148,0.0826,0.89,130.311,spotify:track:3l1A0dujoxMkucGkNuq2Bu,126507,4
121,Bridge over Troubled Water,['Simon & Garfunkel'],spotify:track:5p9CQanQtvRtss7e4MiEGe,0.316,0.199,3,-14.099,1,0.0275,0.846,0.000649,0.121,0.233,82.814,spotify:track:5p9CQanQtvRtss7e4MiEGe,293547,4
122,"No Woman, No Cry - Live At The Lyceum, London/1975",['Bob Marley & The Wailers'],spotify:track:2mKsPUojh602HvSeNt04CB,0.649,0.673,1,-9.35,1,0.0638,0.249,0.0351,0.726,0.587,78.535,spotify:track:2mKsPUojh602HvSeNt04CB,427800,4
123,Proud Mary,['Creedence Clearwater Revival'],spotify:track:2IpMp3t9JrTiyrEVy2WlbU,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,spotify:track:2IpMp3t9JrTiyrEVy2WlbU,187213,4
124,Every Breath You Take - Remastered 2003,['The Police'],spotify:track:5C0LFQARavkPpn7JgA4sLk,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,spotify:track:5C0LFQARavkPpn7JgA4sLk,253250,4
125,Maybellene - Single Version,['Chuck Berry'],spotify:track:0cSXmUJMM7RNgkjaFblWPt,0.757,0.761,0,-10.692,1,0.139,0.772,0.0,0.191,0.771,118.181,spotify:track:0cSXmUJMM7RNgkjaFblWPt,143240,4
126,A Whiter Shade Of Pale,['Procol Harum'],spotify:track:4pMhwgF4a3R61AjEc9AbEh,0.305,0.548,0,-8.839,1,0.0336,0.65,0.000546,0.184,0.36,74.586,spotify:track:4pMhwgF4a3R61AjEc9AbEh,243800,4
127,Midnight City,['M83'],spotify:track:4kO7mrAPfqIrsKwUOK5BFx,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,spotify:track:4kO7mrAPfqIrsKwUOK5BFx,243960,4
128,Losing My Edge,['LCD Soundsystem'],spotify:track:1XlDNpWy8dyEljyRd0RC2J,0.769,0.959,5,-8.717,0,0.0634,0.000208,0.631,0.331,0.893,116.168,spotify:track:1XlDNpWy8dyEljyRd0RC2J,473067,4
129,I'm So Lonesome I Could Cry - Single Version,['Hank Williams'],spotify:track:3l49MeO0nNZhBj1IfYWB5w,0.667,0.216,4,-12.918,1,0.0298,0.888,0.0025,0.132,0.659,111.088,spotify:track:3l49MeO0nNZhBj1IfYWB5w,166000,3
130,Eight Miles High,['The Byrds'],spotify:track:5v3utF8InHZKd8JZJK5rCx,0.364,0.768,9,-10.492,1,0.0757,0.21,0.136,0.503,0.37,130.602,spotify:track:5v3utF8InHZKd8JZJK5rCx,214640,4
131,Born Slippy (Nuxx),['Underworld'],spotify:track:1zsDbmrf4ZkjW5hsSsaDjO,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,spotify:track:1zsDbmrf4ZkjW5hsSsaDjO,456480,4
132,Great Balls Of Fire,['Jerry Lee Lewis'],spotify:track:4S9WWr42OEWNbA7SVt9xEY,0.563,0.508,10,-15.044,1,0.0638,0.416,0.0,0.526,0.849,79.436,spotify:track:4S9WWr42OEWNbA7SVt9xEY,110867,4
133,Green Onions - 45 Version,"[""Booker T. & the M.G.'s""]",spotify:track:6KKcey1w86oP0qxN8frbfD,0.788,0.38,10,-15.179,1,0.0346,0.811,0.906,0.102,0.892,138.205,spotify:track:6KKcey1w86oP0qxN8frbfD,167385,4
134,Maps,['Yeah Yeah Yeahs'],spotify:track:2hxV5yGCr1nIp5bQBxXL13,0.523,0.939,7,-5.972,1,0.0619,0.000803,0.201,0.544,0.164,119.839,spotify:track:2hxV5yGCr1nIp5bQBxXL13,219760,4
135,Umbrella,"['Rihanna', 'JAY-Z']",spotify:track:2Y2ud3awMZHDxOCpDebiv3,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,spotify:track:2Y2ud3awMZHDxOCpDebiv3,275987,4
136,She Loves You - Remastered,['The Beatles'],spotify:track:3MbjEDPm5qtuJxiC86PWKy,0.391,0.87,7,-5.939,1,0.0437,0.218,0.0,0.154,0.924,75.546,spotify:track:3MbjEDPm5qtuJxiC86PWKy,141333,4
137,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,['Bee Gees'],spotify:track:5cP52DlDN9yryuZVQDg3iq,0.704,0.834,10,-7.131,0,0.0358,0.0291,0.00492,0.147,0.923,103.555,spotify:track:5cP52DlDN9yryuZVQDg3iq,285373,4
138,Tangled up in Blue,['Bob Dylan'],spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,341627,4
139,Maggie May,['Rod Stewart'],spotify:track:2LpirOWiA4eslLRuPpQT7V,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,spotify:track:2LpirOWiA4eslLRuPpQT7V,350267,4
140,Will You Still Love Me Tomorrow,['The Shirelles'],spotify:track:1tbqS3srsMbxzCZqTWuq1B,0.574,0.44,0,-7.847,1,0.0314,0.654,3.36e-05,0.302,0.648,136.927,spotify:track:1tbqS3srsMbxzCZqTWuq1B,163773,4
141,Seasons (Waiting On You),['Future Islands'],spotify:track:41X9To0bQ4fpoSRri4NHiI,0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,spotify:track:41X9To0bQ4fpoSRri4NHiI,226440,4
142,Creep,['Radiohead'],spotify:track:3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,7,-13.057,1,0.035,0.00563,0.000473,0.115,0.126,91.834,spotify:track:3HfB5hBU0dmBt8T0iCmH42,235667,4
143,Be-Bop-A-Lula,['Gene Vincent & His Blue Caps'],spotify:track:0TMrV95mP7sDlvbE4iVfKP,0.607,0.561,9,-10.099,1,0.0425,0.421,0.0,0.298,0.841,127.638,spotify:track:0TMrV95mP7sDlvbE4iVfKP,157207,3
144,Paranoid,['Black Sabbath'],spotify:track:3L8WgDYS5TtwbyxOPSAiFf,0.418,0.668,6,-11.297,0,0.082,0.000143,0.00113,0.173,0.379,162.663,spotify:track:3L8WgDYS5TtwbyxOPSAiFf,167933,4
145,Heart Of Glass [24-Bit Digitally Remastered 01],['Blondie'],spotify:track:5XJ1J9QPxaOzdpkGxKU4lA,0.662,0.633,9,-7.793,1,0.0433,0.0078,0.0233,0.0689,0.657,115.007,spotify:track:5XJ1J9QPxaOzdpkGxKU4lA,350240,4
146,Kashmir - 1990 Remaster,['Led Zeppelin'],spotify:track:2nVHqZbOGkKWzlcy1aMbE7,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,508200,3
147,Walk This Way (feat. Aerosmith),"['Run–D.M.C.', 'Aerosmith']",spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,0.759,0.578,6,-12.56,0,0.0468,0.00796,8.18e-05,0.0605,0.944,105.598,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,309760,4
148,Like a Prayer,['Madonna'],spotify:track:2v7ywbUzCgcVohHaKUcacV,0.66,0.629,5,-12.359,1,0.0387,0.432,7.3e-05,0.172,0.324,111.926,spotify:track:2v7ywbUzCgcVohHaKUcacV,340867,4
149,Marquee Moon - Remastered,['Television'],spotify:track:3MWdMCAIFPzcIUdiEi8Pao,0.494,0.657,7,-7.543,1,0.0397,0.0632,0.449,0.0849,0.737,118.194,spotify:track:3MWdMCAIFPzcIUdiEi8Pao,645000,4
150,Hotline Bling,['Drake'],spotify:track:6nmz4imkDcmtwMjocAzFSx,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,spotify:track:6nmz4imkDcmtwMjocAzFSx,267024,4
151,Live Forever,['Oasis'],spotify:track:6etTGUYDxGHcqHYI4xBr1w,0.143,0.781,9,-5.442,0,0.0354,1.26e-05,7.09e-06,0.371,0.229,90.063,spotify:track:6etTGUYDxGHcqHYI4xBr1w,276867,4
152,Time to Pretend,['MGMT'],spotify:track:4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,spotify:track:4iG2gAwKXsOcijVaVXzRPW,261000,3
153,When a Man Loves a Woman,['Percy Sledge'],spotify:track:51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,spotify:track:51FpzuGkRYXFgsE2zXt9av,173867,3
154,Brown Sugar,['The Rolling Stones'],spotify:track:6QXZVvqweO3l0NXcACcAVn,0.65,0.831,0,-6.721,1,0.031,0.107,0.00032,0.0773,0.965,128.56,spotify:track:6QXZVvqweO3l0NXcACcAVn,229760,4
155,"Over the Rainbow (From ""The Wizard of Oz"")","['Herbert Stothart', 'Harold Arlen', 'Judy Garland']",spotify:track:7cOQppvulvrcnqeVk1y6WC,0.244,0.0447,8,-21.155,1,0.0409,0.912,0.000137,0.15,0.226,81.165,spotify:track:7cOQppvulvrcnqeVk1y6WC,166467,4
156,Tomorrow Never Knows - Remastered,['The Beatles'],spotify:track:0agoaPIy92gPZ6zRhqXarE,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,spotify:track:0agoaPIy92gPZ6zRhqXarE,179547,4
157,This Land is Your Land,['Woody Guthrie'],spotify:track:7CNaYAdLyi86kofGafReiT,0.497,0.0919,3,-15.685,1,0.0704,0.968,0.00214,0.133,0.548,206.431,spotify:track:7CNaYAdLyi86kofGafReiT,139693,4
158,"Oh, Pretty Woman",['Roy Orbison'],spotify:track:1hzJNnXtVKQ6BVyfDFSk1R,0.693,0.488,6,-14.338,0,0.0346,0.404,4.72e-06,0.0985,0.97,125.34,spotify:track:1hzJNnXtVKQ6BVyfDFSk1R,178787,4
159,Jailhouse Rock,['Elvis Presley'],spotify:track:0PiZTZafJR0LtG3g19BUze,0.654,0.619,10,-8.562,0,0.0818,0.431,1.08e-06,0.0608,0.9,166.841,spotify:track:0PiZTZafJR0LtG3g19BUze,146413,4
160,Empire State Of Mind [Jay-Z + Alicia Keys],['JAY-Z'],spotify:track:69yVxyuRahEzs2taFMVVoO,0.495,0.933,11,-3.977,1,0.395,0.0294,0.0,0.503,0.815,173.414,spotify:track:69yVxyuRahEzs2taFMVVoO,277400,4
161,I Bet You Look Good On The Dancefloor,['Arctic Monkeys'],spotify:track:0S7zL7ae0KpOSPKeFQpHo8,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,spotify:track:0S7zL7ae0KpOSPKeFQpHo8,173680,4
162,Like a Virgin,['Madonna'],spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,218627,4
163,Into the Groove,['Madonna'],spotify:track:2m0M7YqCy4lXfedh18qd8N,0.729,0.856,10,-4.164,0,0.035,0.0658,0.00832,0.0691,0.804,116.467,spotify:track:2m0M7YqCy4lXfedh18qd8N,285093,4
164,Let It Happen,['Tame Impala'],spotify:track:2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,spotify:track:2X485T9Z5Ly0xyaghN73ed,467587,4
165,Cranes in the Sky,['Solange'],spotify:track:48EjSdYh8wz2gBxxqzrsLe,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,spotify:track:48EjSdYh8wz2gBxxqzrsLe,250973,4
166,Song 2 - 2012 Remaster,['Blur'],spotify:track:1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,121160,4
167,Purple Rain,['Prince'],spotify:track:78tohUCFtANyQCWrbGgHMH,0.371,0.532,10,-8.736,1,0.0315,0.0527,0.00591,0.677,0.183,112.923,spotify:track:78tohUCFtANyQCWrbGgHMH,527827,4
168,Wuthering Heights,['Kate Bush'],spotify:track:5YSI1311X8t31PBjkBG4CZ,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,spotify:track:5YSI1311X8t31PBjkBG4CZ,269067,4
169,Born In The U.S.A.,['Bruce Springsteen'],spotify:track:310epXrlbXmfGcD1qSdgVV,0.397,0.861,4,-12.156,1,0.0569,0.00201,2.49e-05,0.35,0.512,121.856,spotify:track:310epXrlbXmfGcD1qSdgVV,278827,4
170,Kids,['MGMT'],spotify:track:1jJci4qxiYcOHhQR247rEU,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,spotify:track:1jJci4qxiYcOHhQR247rEU,302840,4
171,"Nuthin' But A ""G"" Thang","['Dr. Dre', 'Snoop Dogg']",spotify:track:4YtoipFgf4k0AfD17ZfD5X,0.801,0.699,11,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605,spotify:track:4YtoipFgf4k0AfD17ZfD5X,238467,4
172,Peggy Sue - Single Version,['Buddy Holly'],spotify:track:3iJWxZYv5FNcfGcOdgbq2P,0.659,0.515,9,-7.912,1,0.0296,0.818,0.0,0.179,0.602,149.126,spotify:track:3iJWxZYv5FNcfGcOdgbq2P,150067,4
173,White Rabbit,['Jefferson Airplane'],spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,150640,4
174,Kiss,['Prince'],spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,spotify:track:62LJFaYihsdVrrkgUOJC05,226240,4
175,Sunday Bloody Sunday,['U2'],spotify:track:7HywFD7N4q5LsLCs3gYQHQ,0.543,0.936,6,-8.85,1,0.0505,0.378,0.000662,0.0446,0.752,101.678,spotify:track:7HywFD7N4q5LsLCs3gYQHQ,276573,4
176,Psycho Killer - 2005 Remaster,['Talking Heads'],spotify:track:1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,spotify:track:1i6N76fftMZhijOzFQ5ZtL,261413,4
177,Tainted Love,['Soft Cell'],spotify:track:0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,spotify:track:0cGG2EouYCEEC3xfa0tDFV,153800,4
178,Little Red Corvette,['Prince'],spotify:track:4iozhXt27eMl39W5z7R8H6,0.748,0.746,1,-9.721,1,0.111,0.281,3.31e-05,0.632,0.709,123.144,spotify:track:4iozhXt27eMl39W5z7R8H6,296907,4
179,Family Affair - Single Version,['Sly & The Family Stone'],spotify:track:2GVEs1sn5Q1jB1976vQoAX,0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,spotify:track:2GVEs1sn5Q1jB1976vQoAX,185533,4
180,Can't Get You out of My Head,['Kylie Minogue'],spotify:track:7MoKXLQeI0Bh2QodCjDO4K,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,spotify:track:7MoKXLQeI0Bh2QodCjDO4K,230640,4
181,Honky Tonk Women - Mono Version,['The Rolling Stones'],spotify:track:7y0ZB9dSu73TQOnr44j5l2,0.558,0.71,7,-8.521,1,0.0621,0.435,0.0144,0.0838,0.963,120.435,spotify:track:7y0ZB9dSu73TQOnr44j5l2,179693,4
182,Your Best American Girl,['Mitski'],spotify:track:172rW45GEnGoJUuWfm1drt,0.36,0.257,7,-9.655,1,0.0315,0.0159,0.00512,0.226,0.13,76.972,spotify:track:172rW45GEnGoJUuWfm1drt,212184,4
183,Autobahn - 2009 Remaster,['Kraftwerk'],spotify:track:31uidLEHAcF8Cw1cX1VCS8,0.333,0.497,2,-15.606,1,0.0366,0.105,0.872,0.129,0.113,81.681,spotify:track:31uidLEHAcF8Cw1cX1VCS8,1367093,4
184,My Girls,['Animal Collective'],spotify:track:0CuLJepOW0kzYtYekz6MIu,0.511,0.95,4,-6.057,0,0.0811,0.246,0.0514,0.902,0.537,119.973,spotify:track:0CuLJepOW0kzYtYekz6MIu,342787,4
185,Eleanor Rigby - Remastered,['The Beatles'],spotify:track:77f3aNeabAbOaSB32Sd5QE,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,spotify:track:77f3aNeabAbOaSB32Sd5QE,126533,4
186,Get It On,['T. Rex'],spotify:track:587BJ6M8X7OjS9YWtm26fU,0.73,0.867,2,-6.818,1,0.0601,0.187,0.759,0.222,0.903,126.431,spotify:track:587BJ6M8X7OjS9YWtm26fU,265636,4
187,There She Goes,"[""The La's""]",spotify:track:4c6vZqYHFur11FbWATIJ9P,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,spotify:track:4c6vZqYHFur11FbWATIJ9P,162187,4
188,Help! - Remastered,['The Beatles'],spotify:track:5ou2BiQ9FxIYkxsYvYHpAT,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,spotify:track:5ou2BiQ9FxIYkxsYvYHpAT,139560,4
189,House Of Jealous Lovers,['The Rapture'],spotify:track:2XkxuIBdRY85ZbtRKVlGWq,0.729,0.761,1,-4.277,1,0.0354,0.000333,0.368,0.308,0.763,130.007,spotify:track:2XkxuIBdRY85ZbtRKVlGWq,304787,4
190,Last Nite,['The Strokes'],spotify:track:7kzKAuUzOITUauHAhoMoxA,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,spotify:track:7kzKAuUzOITUauHAhoMoxA,193051,4
191,Le Freak,['CHIC'],spotify:track:28NBmftocOzTPEb6OYA9fW,0.867,0.746,7,-7.445,1,0.0475,0.0453,0.0,0.123,0.933,118.616,spotify:track:28NBmftocOzTPEb6OYA9fW,327573,4
192,Won't Get Fooled Again - Original Album Version,['The Who'],spotify:track:7iLGljK0LNpGamQQEOuCRC,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,spotify:track:7iLGljK0LNpGamQQEOuCRC,511400,4
193,In My Life - Remastered,['The Beatles'],spotify:track:5QqdvVeYLL1xvZ1ndUjxnO,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,spotify:track:5QqdvVeYLL1xvZ1ndUjxnO,146333,4
194,Hurt,['Johnny Cash'],spotify:track:1med9ijNdCwxnyS8vBpfhR,0.536,0.4,9,-7.717,0,0.0263,0.666,0.000906,0.0841,0.146,90.32,spotify:track:1med9ijNdCwxnyS8vBpfhR,218533,4
195,Ms. Jackson,['Outkast'],spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,spotify:track:0I3q5fE6wg7LIfHGngUTnV,270507,4
196,Walk on By,['Dionne Warwick'],spotify:track:4FWBg11d45wVswR21jDz4l,0.687,0.454,5,-6.273,1,0.0298,0.896,4.98e-05,0.0796,0.623,98.967,spotify:track:4FWBg11d45wVswR21jDz4l,175533,4
197,Folsom Prison Blues,"['Johnny Cash', 'The Tennessee Two']",spotify:track:6bXsnQ8laHa6cVK1JO9dmg,0.726,0.463,5,-11.702,1,0.0269,0.716,6.19e-05,0.0909,0.846,99.998,spotify:track:6bXsnQ8laHa6cVK1JO9dmg,168640,4
198,Sign 'O' the Times - Single Version,['Prince'],spotify:track:5lHWWhuRtSBKfH2xS6YAUD,0.825,0.393,10,-10.875,0,0.0771,0.039,0.000908,0.0609,0.62,98.94,spotify:track:5lHWWhuRtSBKfH2xS6YAUD,223507,4
199,bad guy,['Billie Eilish'],spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,spotify:track:2Fxmhks0bxGSBdJ92vM42m,194088,4
200,Teenage Kicks,['The Undertones'],spotify:track:0D82ptaLlMYUOZ0XzggIDt,0.41,0.737,2,-8.07,1,0.0426,0.000685,0.0,0.197,0.555,134.991,spotify:track:0D82ptaLlMYUOZ0XzggIDt,148187,4
201,This Is America,['Childish Gambino'],spotify:track:0b9oOr2ZgvyQu88wzixux9,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,spotify:track:0b9oOr2ZgvyQu88wzixux9,225773,4
202,Blowin' in the Wind,['Bob Dylan'],spotify:track:18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,spotify:track:18GiV1BaXzPVYpp9rmOg0E,165427,4
203,I Walk The Line - Single Version,['Johnny Cash'],spotify:track:7kIDzcFzCSaPLOi4ZMt2Bx,0.863,0.382,10,-14.34,1,0.0464,0.777,0.00103,0.109,0.744,105.766,spotify:track:7kIDzcFzCSaPLOi4ZMt2Bx,163027,4
204,Brown Eyed Girl,['Van Morrison'],spotify:track:4B2jOTUZBnlrjLHK1ertFR,0.496,0.586,7,-10.991,1,0.0353,0.182,0.0,0.332,0.899,148.882,spotify:track:4B2jOTUZBnlrjLHK1ertFR,183520,4
205,Blueberry Hill,['Fats Domino'],spotify:track:5A6A0md0TDTXHyJK8IQaUy,0.534,0.435,11,-9.801,1,0.0272,0.513,0.0,0.0983,0.712,136.895,spotify:track:5A6A0md0TDTXHyJK8IQaUy,143733,3
206,Planet Rock,"['Afrika Bambaataa', 'Afrika Bambaataa & The Soulsonic Force']",spotify:track:5ZSDLOVEhZlvqcI6ELAT44,0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.708,127.35,spotify:track:5ZSDLOVEhZlvqcI6ELAT44,319960,4
207,Crazy,['Patsy Cline'],spotify:track:5wlbrXx1qY5WM5HAwCSgto,0.57,0.129,10,-15.559,1,0.033,0.897,0.0,0.0766,0.346,70.062,spotify:track:5wlbrXx1qY5WM5HAwCSgto,164880,3
208,Bo Diddley,['Bo Diddley'],spotify:track:1R6k1skdwW1h6pMiO7Vs28,0.807,0.874,0,-5.808,1,0.0487,0.165,0.0,0.334,0.617,105.677,spotify:track:1R6k1skdwW1h6pMiO7Vs28,151371,4
209,Subterranean Homesick Blues,['Bob Dylan'],spotify:track:6k9DUKMJpWvu6eFG3O64Lg,0.576,0.727,4,-9.973,0,0.05,0.702,0.0,0.324,0.751,173.854,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,141293,4
210,Mr. Brightside,['The Killers'],spotify:track:0eGsygTp906u18L0Oimnem,0.351,0.928,1,-3.71,1,0.0759,0.00113,0.0,0.0988,0.239,148.03,spotify:track:0eGsygTp906u18L0Oimnem,222076,4
211,People Get Ready - Single Version,['The Impressions'],spotify:track:1MlXd4giftxXZgeMItb3PQ,0.423,0.227,1,-15.978,1,0.0414,0.486,0.000242,0.246,0.37,143.346,spotify:track:1MlXd4giftxXZgeMItb3PQ,157480,3
212,Virginia Plain,['Roxy Music'],spotify:track:5ZgNecJcN9SSopnmCTlpXs,0.588,0.708,6,-7.823,1,0.0351,0.445,3.94e-05,0.293,0.579,131.197,spotify:track:5ZgNecJcN9SSopnmCTlpXs,178376,4
213,Runaway,['Del Shannon'],spotify:track:0uxu2GzsOMGNZ7C1ul84Mf,0.527,0.791,10,-1.869,1,0.035,0.682,8.63e-06,0.129,0.847,150.04,spotify:track:0uxu2GzsOMGNZ7C1ul84Mf,138587,4
214,Baba O'Riley,['The Who'],spotify:track:2KmEgiY8fQs0G6WNxtzQKr,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,300400,4
215,Go Your Own Way,['Fleetwood Mac'],spotify:track:0FeCO85RKW8fDRytwXof2x,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,spotify:track:0FeCO85RKW8fDRytwXof2x,218400,4
